,...1,ID,case_name,url,cite,dock_raw,docket,summary,jurisdiction,court,case_date,plt,plt_typ,def,def_typ,judge,outcome,outcome_notes,agy,location,statute,species,AIM,TON,OOC,cites,appeals,ej_count,ej_keywords,science,experts,dr_phd,deference,climate_count,climate_keywords,housing_count,housing_keywords,cercla_flag,further_notes,ton_mc1,ton_mc2,ooc_mc1,ooc_mc2,judge_clean,First_Name,Middle,Last_Name,Middle_Initial,n.x,nid,jid,Last.Name,First.Name,Middle.Name,Suffix,Birth.Month,Birth.Day,Birth.Year,Birth.City,Birth.State,Death.Month,Death.Day,Death.Year,Death.City,Death.State,Gender,Race.or.Ethnicity,Court.Type..1.,Court.Name..1.,Appointment.Title..1.,Appointing.President..1.,Party.of.Appointing.President..1.,Reappointing.President..1.,Party.of.Reappointing.President..1.,ABA.Rating..1.,Seat.ID..1.,Statute.Authorizing.New.Seat..1.,Recess.Appointment.Date..1.,Nomination.Date..1.,School..1.,Degree..1.,Degree.Year..1.,School..2.,Degree..2.,Degree.Year..2.,School..3.,Degree..3.,Degree.Year..3.,School..4.,Degree..4.,Degree.Year..4.,School..5.,Degree..5.,Degree.Year..5.,Professional.Career,Other.Nominations.Recess.Appointments,X,party.affiliation.of.president,president.name,court.type,court.name,state,nomination.date.senate.executive.journal,dime.cid,dime.cfscore,imputed.dime.cfscore,jcs.score.dw,jcs.cfscore.cf,pres.dw,pres.dime.cfscore,senscore.dw,senscore.dime.cfscore,state.delegation.dw,state.delegation.dime.cfscore,use.pres,both.sen.opp,unified,birth.year,gender,race.or.ethnicity,aba.rating,law.school,employment.text.field,exit.year,enter.year,jd.rank,degree.type,clerked.for.con,clerked.for.lib,nconts,jud.chair.dw,overimputed.dime.cfscore,court.name1,enter.year1,exit.year1,court.name2,enter.year2,exit.year2,court.name3,enter.year3,exit.year3,exit.yearr,exit.year1r,exit.year2r,circuit,circuit2,circuit3,Middle.Initial,n.y,first_dist,middle_dist,last_dist,total_dist,matched,magistrate,notes
7,63,2012-2012-adkins-001,Adkins v. Kenneth R. Will,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5YCN-1DY1-JF75-M2JC-00000-00&context=1516831&sourcegroupingtype=G,2012 U.S. Dist. LEXIS 203488,CAUSE NO. 3:09-cv-510 PPS,09-00510,none,U.S. Federal,"United States District Court for the Northern District of Indiana, South Bend Division",8/6/12,jerry adkins,individual,"kenneth will%soil solutions company%chocolatelyclare, inc.",individual%industry,Christopher A. Nuechterlein,defendant,none,none,indiana,rcra,none,waste relief,toxic waste disposal,solid waste disposal,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Anthropogenic,Hazardous Substance,waste & pollution,Waste Management,Christopher A. Nuechterlein,christopher,a.,nuechterlein,a,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
11,97,2011-2011-cal.sx-003,"Cal. Sportfishing Prot. Alliance v. Syar Concrete, LLC",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:82XG-4NY1-652H-73M9-00000-00&context=1516831&sourcegroupingtype=G,2011 U.S. Dist. LEXIS 87968,Case No. 2:10-cv-02192-JAM-GGH,10-02192,none,U.S. Federal,United States District Court for the Eastern District of California,8/8/11,california sportfishing protection alliance,ngo,syar concrete,industry,christopher j. carr,defendant,none,none,california,cwa,none,notice of violations,clean water,water pollution,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Production,christopher j. carr,christopher,j.,carr,j,1,1392696,3172,mendez,john,a., ,NA,NA,1955,Oakland,CA,NA,NA,NA, , ,Male,Hispanic,U.S. District Court,U.S. District Court for the Eastern District of California,Judge,George W. Bush,Republican,,,Well Qualified,CAED0503, ,,9/6/07,Stanford University,B.A.,1977,Harvard Law School,J.D.,1980,,,,,,NA,,,NA,"Private practice, California, 1980-1984, 1986-1992, 1993-2001; Assistant U.S. attorney, Northern District of California, 1984-1986; U.S. attorney for the Northern District of California, 1992-1993; Judge, Superior Court of California, County of Sacramento, 2001-2008",,333,Republican,George W. Bush,USDC,"U. S. District Court, Eastern District of California",CA,9/6/07,3274170234,0.304,0.304,0.724,0.86,0.724,0.86,-0.36,-1.038,-0.085,-0.196,1,1,0,1955,M,Hispanic,Well Qualified,Harvard Law School,"Private practice, California, 1980-1984, 1986-1992, 1993-2001<br>Assistant U.S. attorney, Northern District of California, 1984-1986<br>U.S. attorney for the Northern District of California, 1992-1993<br>Judge, Superior Court of California, County of Sacramento, 2001-2008",NA,2008,1,B.A.,0,0,3,-0.374,0.438236856,,NA,3000,,NA,3000,NA,NA,NA,NA,NA,NA,"U. S. District Court, Eastern District of California",,NA,a,NA,NA,NA,NA,NA,1,0,judge name coded wrong
39,308,2000-2000-kerr-m-001,Kerr-Mcgee Chem. Corp. v. Lefton Iron & Metal Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5YX8-5W41-F016-S4D4-00000-00&context=1516831&sourcegroupingtype=G,2000 U.S. Dist. LEXIS 24170,Civil No. 90-3551-WLB,90-03551,none,U.S. Federal,United States District Court for the Southern District of Illinois,8/9/00,kerr-mcgee chemical corp.,industry,lefton iron & metal co.%lefton enterprises%sarah lefton,industry,clifford j. proud,plaintiff,none,none,illinois,cercla,none,set aside security measurements,toxic waste disposal,cleanup of contaminated sites,0,yes,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,unknown,clifford j. proud,clifford,j.,proud,j,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
622,5084,1990-0751-united-004,United States v. Moreau,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-7D20-0054-4175-00000-00&context=1516831&sourcegroupingtype=G,751 F. Supp. 1044,No. 88-CV-934,88-00934,The court vacated a consent decree between the EPA and a power company because it appeared the EPA had obtained a State's agreement to the consent decree based on misleading statements or omissions.,U.S. Federal,United States District Court for the Northern District of New York,10/12/90,united states of america%the state of new york,fed%state,"town of moreau, new york%general electric company%the united states environmental protection agency",local%fed%industry,constantine g. cholakis,defendant,none,epa,new york,cercla,none,vacate cosent order to rectify pollution,water%pollution%land,water supply threatened by hazardous substances in soil,6,no,0,none,0,none,0,no,0,none,0,none,1,no,Landscapes%Landscapes%Anthropogenic,Landscapes%Freshwater%Hazardous Substance,waste & pollution,Production,constantine g. cholakis,constantine,g.,cholakis,g,1,1379081,425,cholakis,con.,g., ,10,6,1930,Troy,NY,12,1,1996,North Greenbush,NY,Male,White,U.S. District Court,U.S. District Court for the Northern District of New York,Judge,Ronald Reagan,Republican,,,Well Qualified,NYND0305, ,,2/7/86,Siena College,B.A.,1955,Albany Law School,J.D.,1958,,,,,,NA,,,NA,"U.S. Marine Corps, 1951-1953; Private practice, Troy, New York, 1958-1970; Assistant district attorney, Rensselaer County, New York, 1963-1965; Assistant public defender, Rensselaer County, New York, 1966-1967; District attorney, Rensselaer County, New York, 1968-1974; Judge, Rensselaer County [New York] Court, 1974-1977; Justice, Supreme Court of the State of New York, Appellate Division, Third Judicial Department, 1978-1986",,1331,Republican,Ronald Reagan,USDC,"U. S. District Court, Northern District of New York",NY,2/7/86,NA,NA,0.2,0.179,0.1,0.69,0.98,0.179,0.1,-0.156,-0.183,0,0,1,1930,M,White,Well Qualified,Albany Law School,"U.S. Marine Corps, 1951-1953<BR>Private practice, Troy, New York, 1958-1970<BR>Assistant district attorney, Rensselaer County, New York, 1963-1965<BR>Assistant public defender, Rensselaer County, New York, 1966-1967<BR>District attorney, Rensselaer County, New York, 1968-1974<BR>Judge, Rensselaer County [New York] Court, 1974-1977<BR>Justice, Supreme Court of the State of New York, Appellate Division, Third Judicial Department, 1978-1986",1996,1986,6,B.A.,0,0,0,0.396,NA,,NA,3000,,NA,3000,NA,NA,NA,1996,NA,NA,"U. S. District Court, Northern District of New York",,NA,g,NA,NA,NA,NA,NA,1,0,
478,3738,2016-2016-united-078,United States v. V.I. Water & Power Auth.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5KV3-PPW1-F04F-G0DH-00000-00&context=1516831&sourcegroupingtype=G,2016 U.S. Dist. LEXIS 135643,Civil No. 2014-86,14-00086,none,U.S. Federal,"United States District Court for the District of the Virgin Islands, St. Thomas and St. John Division",9/30/16,united states of america,fed,the virgin islands water and power authority,public_org,curtis v. gómez,mixed,most of consent decree approved,epa,virgin islands,caa,none,enter consent decree,clean air,electricity generating turbines,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Atmosphere,Atmosphere,energy & mineral resources,Production/Transmission/Use,curtis v. gómez,curtis,v.,gómez,v,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"judge exisists, appointed by george w bush but not in fjc database https://ballotpedia.org/Curtis_V._Gomez"
544,4256,2008-2008-friend-003,"Friends of Coral Bay v. Reliance Housing Foundation, Inc.",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:4RS4-C220-TXFS-22S9-00000-00&context=1516831&sourcegroupingtype=G,2008 U.S. Dist. LEXIS 8182,Civil No. 2007-20,07-00020,"Plaintiffs, who alleged that defendants were violating the Endangered Species Act and other environmental laws, had not shown the standing necessary under U.S. Const. art. III. Although they filed declarations indicating aesthetic or recreational interest in a bay, they had not shown that they had been adversely affected by defendants' conduct.",U.S. Federal,"United States District Court for the District of the Virgin Islands, Division of St. Thomas and St. John",2/1/08,"friends of coral bay, eleanor gibney, david grove, and richard sullivan",civic_assn%individual,"reliance-calabash boom associates, llp,",industry,curtis v. gomez,defendant,plaintiff lacked standing,none,virgin islands,esa%cwa%czma,none,stop construction,bay%ocean,housing community,2,no,0,none,0,"dr. gary ray, botony and terrestrial ecology, none%dr. barry devine, marine biologist, none",4,no,0,none,0,none,0,none,Landscapes%Landscapes,Marine%Freshwater,conservation,Construction-General,curtis v. gomez,curtis,v.,gomez,v,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"judge exisists, appointed by george w bush but not in fjc database https://ballotpedia.org/Curtis_V._Gomez"
245,1889,2007-2007-virgin-001,"Virgin Islands Conservation Society, Inc. v. V.I. Board of Land Use Appeals",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:4RBF-4270-TXFS-21R9-00000-00&context=1516831&sourcegroupingtype=G,2007 U.S. Dist. LEXIS 91458,D.C. Civ App. No. 2006/089,06-00089,none,U.S. Federal,"United States District Court for the District of the Virgin Islands, Division of St. Croix",12/6/07,virgin islands conservation society inc,ngo,virgin islands board of land use appeals%golden resorts llp,industry%state,curtis v. gomez%raymond l. finch%kendall,defendant,none,none,virgin islands,czma,none,prevent construction,coast,administrative law,8,yes,0,none,1,none,1,no,0,none,0,none,0,none,Landscapes,Marine,legal & procedural,Regulations/Policy%Legal,curtis v. gomez%raymond l. finch%kendall,curtis,v.,gomez%raymond l. finch%kendall,v,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,multiple judges
20,162,1999-073f-southx-001,South Port Marine LLC v. Gulf Oil Ltd. Pshp.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3XSB-PFW0-0038-Y276-00000-00&context=1516831&sourcegroupingtype=G,73 F. Supp. 2d 17,Civil No. 98-20-P-H,98-00020,"Destruction of all the owner's property was not a precondition for award for property damage, lost profits, and other losses under act; evidence did not support award for lost profits, goodwill, or business stress.",U.S. Federal,United States District Court for the District of Maine,10/14/99,"south port marine, llc",industry,gulf oil limited partnernship%boston towing and transportation company,industry,d brock hornby,mixed,none,none,maine,opa,none,damage relief,toxic waste,gas spill,3,yes,0,none,2,none,0,no,0,none,0,none,0,none,Anthropogenic,Hazardous Substance,energy & mineral resources,Production/Transmission/Use,d brock hornby,d,brock,hornby,b,1,1382406,1095,hornby,david,brock, ,NA,NA,1944,"Brandon, Manitoba",Canada,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the District of Maine,Judge,George H.W. Bush,Republican,,,Well Qualified,MED0203, ,,3/6/90,Harvard University,, ,University of Western Ontario,B.A.,1965,Harvard Law School,J.D.,1969,,,NA,,,NA,"Law clerk, Hon. John Minor Wisdom, U.S. Court of Appeals for the Fifth Circuit, 1969-1970; Associate professor of law, University of Virginia School of Law, 1970-1974; Private practice, Portland, Maine, 1974-1982; Associate justice, Maine Supreme Judicial Court, 1988-1990; Member, Judicial Conference of the United States, 2000-2003",,1180,Republican,George H.W. Bush,USDC,"U. S. District Court, District of Maine",ME,3/6/90,NA,NA,0.491,0.095,0.21,0.578,0.77,0.095,0.21,-0.121,-0.265,0,0,0,1944,M,White,Well Qualified,Harvard Law School,"Law clerk, Hon. John Minor Wisdom, U.S. Court of Appeals for the Fifth Circuit, 1969-1970<BR>Associate professor of law, University of Virginia School of Law, 1970-1974<BR>Private practice, Portland, Maine, 1974-1982<BR>Associate justice, Maine Supreme Judicial Court, 1988-1990",2010,1990,1,B.A.,0,0,0,-0.318,NA,,NA,3000,,NA,3000,NA,NA,NA,2010,NA,NA,"U. S. District Court, District of Maine",,NA,b,NA,NA,NA,NA,NA,1,0,
180,1412,1997-0954-associ-001,Associated Fisheries v. Daley,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-H7T0-00B1-F24T-00000-00&context=1516831&sourcegroupingtype=G,954 F. Supp. 383,Civil No. 94-89-P-H,94-00089,"Amendments to a fishery management plan were adopted following proper comment procedures and were within the broad discretionary powers of the Secretary of Commerce, even though they would cause harsh economic impact upon the fishing industry.",U.S. Federal,United States District Court for the District of Maine,2/3/97,"associated fisheries of maine, inc",industry,william daley%u.s. department of commerce,fed,d. brock hornby,defendant,none,nmfs,maine,magnuson-stevens act%nepa,cod%haddock%yellowtail flounder,challenge regulation,fauna,fish habitat,4,yes,0,none,14,none,1,no,0,none,0,none,0,none,Biosphere,Fauna,conservation,Flora/Fauna/Ecosystems,d. brock hornby,d.,brock,hornby,b,1,1382406,1095,hornby,david,brock, ,NA,NA,1944,"Brandon, Manitoba",Canada,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the District of Maine,Judge,George H.W. Bush,Republican,,,Well Qualified,MED0203, ,,3/6/90,Harvard University,, ,University of Western Ontario,B.A.,1965,Harvard Law School,J.D.,1969,,,NA,,,NA,"Law clerk, Hon. John Minor Wisdom, U.S. Court of Appeals for the Fifth Circuit, 1969-1970; Associate professor of law, University of Virginia School of Law, 1970-1974; Private practice, Portland, Maine, 1974-1982; Associate justice, Maine Supreme Judicial Court, 1988-1990; Member, Judicial Conference of the United States, 2000-2004",,1180,Republican,George H.W. Bush,USDC,"U. S. District Court, District of Maine",ME,3/6/90,NA,NA,0.491,0.095,0.21,0.578,0.77,0.095,0.21,-0.121,-0.265,0,0,0,1944,M,White,Well Qualified,Harvard Law School,"Law clerk, Hon. John Minor Wisdom, U.S. Court of Appeals for the Fifth Circuit, 1969-1970<BR>Associate professor of law, University of Virginia School of Law, 1970-1974<BR>Private practice, Portland, Maine, 1974-1982<BR>Associate justice, Maine Supreme Judicial Court, 1988-1991",2010,1990,1,B.A.,0,0,0,-0.318,NA,,NA,3000,,NA,3000,NA,NA,NA,2010,NA,NA,"U. S. District Court, District of Maine",,NA,b,NA,NA,NA,NA,NA,1,0,
300,2326,2004-0324-united-003,United States v. Water Quality Ins. Syndicate,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:4D08-R7W0-0038-Y297-00000-00&context=1516831&sourcegroupingtype=G,324 F. Supp. 2d 100,CIVIL NO. 03-181-P-H,03-00181,"Where there were questions of state law involved that could have been determinative of the cause and there were no clear controlling precedents thereon, questions concerning insurance law and a reach and apply statute were certified to state court.",U.S. Federal,United States District Court for the District of Maine,5/10/04,united states,fed,water quality insurance syndicate,industry,d. brock hornby,mixed,decision delayed,uscg,maine,opa,none,remove sunken vessel,coast,insurance coverage,1,yes,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes,Marine,legal & procedural,Legal,d. brock hornby,d.,brock,hornby,b,1,1382406,1095,hornby,david,brock, ,NA,NA,1944,"Brandon, Manitoba",Canada,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the District of Maine,Judge,George H.W. Bush,Republican,,,Well Qualified,MED0203, ,,3/6/90,Harvard University,, ,University of Western Ontario,B.A.,1965,Harvard Law School,J.D.,1969,,,NA,,,NA,"Law clerk, Hon. John Minor Wisdom, U.S. Court of Appeals for the Fifth Circuit, 1969-1970; Associate professor of law, University of Virginia School of Law, 1970-1974; Private practice, Portland, Maine, 1974-1982; Associate justice, Maine Supreme Judicial Court, 1988-1990; Member, Judicial Conference of the United States, 2000-2005",,1180,Republican,George H.W. Bush,USDC,"U. S. District Court, District of Maine",ME,3/6/90,NA,NA,0.491,0.095,0.21,0.578,0.77,0.095,0.21,-0.121,-0.265,0,0,0,1944,M,White,Well Qualified,Harvard Law School,"Law clerk, Hon. John Minor Wisdom, U.S. Court of Appeals for the Fifth Circuit, 1969-1970<BR>Associate professor of law, University of Virginia School of Law, 1970-1974<BR>Private practice, Portland, Maine, 1974-1982<BR>Associate justice, Maine Supreme Judicial Court, 1988-1992",2010,1990,1,B.A.,0,0,0,-0.318,NA,,NA,3000,,NA,3000,NA,NA,NA,2010,NA,NA,"U. S. District Court, District of Maine",,NA,b,NA,NA,NA,NA,NA,1,0,
596,4795,1999-056f-southx-001,South Port Marine LLC v. Gulf Oil Ltd. Pshp.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3X3X-KSJ0-0038-Y067-00000-00&context=1516831&sourcegroupingtype=G,56 F. Supp. 2d 104,Civil No. 98-20-P-H,98-00020,"Plaintiff marina had a Seventh Amendment right to trial by jury, and its injuries were cognizable under common law because the federal statute was analogous to a late 18th century common law action.",U.S. Federal,United States District Court for the District of Maine,7/26/99,"south port marine, llc",industry,"gulf oil limited partnership%boston towing & transportation company, lp",industry,d. brock hornby,plaintiff,none,none,maine,opa,none,recover damages,pollution%water,oil spill causing damage to a marina,6,yes,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes%Anthropogenic,Freshwater%Hazardous Substance,energy & mineral resources,Production/Transmission/Use,d. brock hornby,d.,brock,hornby,b,1,1382406,1095,hornby,david,brock, ,NA,NA,1944,"Brandon, Manitoba",Canada,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the District of Maine,Judge,George H.W. Bush,Republican,,,Well Qualified,MED0203, ,,3/6/90,Harvard University,, ,University of Western Ontario,B.A.,1965,Harvard Law School,J.D.,1969,,,NA,,,NA,"Law clerk, Hon. John Minor Wisdom, U.S. Court of Appeals for the Fifth Circuit, 1969-1970; Associate professor of law, University of Virginia School of Law, 1970-1974; Private practice, Portland, Maine, 1974-1982; Associate justice, Maine Supreme Judicial Court, 1988-1990; Member, Judicial Conference of the United States, 2000-2006",,1180,Republican,George H.W. Bush,USDC,"U. S. District Court, District of Maine",ME,3/6/90,NA,NA,0.491,0.095,0.21,0.578,0.77,0.095,0.21,-0.121,-0.265,0,0,0,1944,M,White,Well Qualified,Harvard Law School,"Law clerk, Hon. John Minor Wisdom, U.S. Court of Appeals for the Fifth Circuit, 1969-1970<BR>Associate professor of law, University of Virginia School of Law, 1970-1974<BR>Private practice, Portland, Maine, 1974-1982<BR>Associate justice, Maine Supreme Judicial Court, 1988-1993",2010,1990,1,B.A.,0,0,0,-0.318,NA,,NA,3000,,NA,3000,NA,NA,NA,2010,NA,NA,"U. S. District Court, District of Maine",,NA,b,NA,NA,NA,NA,NA,1,0,
470,3655,2018-2018-cityox-005,City of Dardanelle v. DOT,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5SHB-DHF1-FK0M-S247-00000-00&context=1516831&sourcegroupingtype=G,2018 U.S. Dist. LEXIS 97084,No. 4:14-cv-98-DPM,14-00098,"In National Environmental Policy Act case, plaintiffs' motion for reconsideration was denied since as per 40 C.F.R. § 1506.5(c), administrative record was deemed supplemented with confidential disclosure statement of private contractor, as it was only way court could effectively decide whether it had any financial interest in project's outcome.",U.S. Federal,"United States District Court for the Eastern District of Arkansas, Western Division",6/8/18,"city of dardanelle%yell county wildlife federation, inc",local%civic_assn,department of transportation%federal highway administration%arkansas state highway & transportation department%river valley regional intermodal authority%department of defense%united states army corps of engineers%little rock district,fed%state%local,d.p. marshall jr.,defendant,eis was prepared properly,acoe%fha,arkansas,nepa,none,invalidate eis,land,eis,0,no,0,none,1,none,0,yes,0,none,0,none,0,none,Landscapes,Landscapes,conservation,Regulations/Policy,d.p. marshall,d.p.,,marshall,NA,1,1393116,3256,marshall,denzil,price,Jr.,NA,NA,1963,Memphis,TN,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Arkansas,Judge,Barack Obama,Democratic,,,Well Qualified,ARED0111, ,,12/3/09,Arkansas State University,B.A.,1985,London School of Economics and Political Science,M.Sc.,1987,Harvard Law School,J.D.,1989,,,NA,,,NA,"Private practice, Jonesboro, Arkansas, 1989, 1991-2006; Adjunct faculty, Webster University, 1990; Adjunct faculty, Political Science Department, University of Arkansas at Little Rock, 1990-1991; Law clerk, Hon. Richard S. Arnold, U.S. Court of Appeals for the Eighth Circuit, 1989-1991; Adjunct faculty, Department of Political Science, Arkansas State University, 2001, 2008-2010; Associate judge, Arkansas Court of Appeals, 2007-2010",,280,Democratic,Barack Obama,USDC,"U. S. District Court, Eastern District of Arkansas",KS,12/3/09,NA,NA,-0.573,-0.367,-1.14,-0.367,-1.14,0.413,0.949,0.225,0.375,1,1,1,1963,M,White,Well Qualified,Harvard Law School,"Private practice, Jonesboro, Arkansas, 1989, 1991-2006<br>Adjunct faculty, Webster University, 1990<br>Adjunct faculty, Political Science Department, University of Arkansas at Little Rock, 1990-1991<br>Law clerk, Hon. Richard S. Arnold, U.S. Court of Appeals for the Eighth Circuit, 1989-1991<br>Adjunct faculty, Department of Political Science, Arkansas State University, 2001, 2008-2010<br>Associate judge, Arkansas Court of Appeals, 2007-2010",NA,2010,1,B.A.,0,1,0,-0.374,NA,,NA,3000,,NA,3000,NA,NA,NA,NA,NA,NA,"U. S. District Court, Eastern District of Arkansas",,NA,p,NA,NA,NA,NA,NA,1,0,
